!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:42:57 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+9.09272727273e+005, +1.77663863224e-012, +3.19550880852e+006
+9.19353535354e+005, +1.77680664699e-012, +3.14984557571e+006
+9.29434343434e+005, +1.77649313771e-012, +3.10064137550e+006
+9.39515151515e+005, +1.77592349394e-012, +3.03645011535e+006
+9.49595959596e+005, +1.77589372161e-012, +2.98830869761e+006
+9.59676767677e+005, +1.77577724229e-012, +2.97067364095e+006
+9.69757575758e+005, +1.77527637822e-012, +2.91916337886e+006
+9.79838383838e+005, +1.77502172536e-012, +2.87215883054e+006
+9.89919191919e+005, +1.77468269185e-012, +2.82896428716e+006
+1.00000000000e+006, +1.77457272037e-012, +2.76518855094e+006
END
