!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:47:58 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+9.09272727273e+005, +2.16713836069e-012, +3.35425540400e+006
+9.19353535354e+005, +2.16672727567e-012, +3.31023498852e+006
+9.29434343434e+005, +2.16693043485e-012, +3.26601731744e+006
+9.39515151515e+005, +2.16678061707e-012, +3.20956729653e+006
+9.49595959596e+005, +2.16681704374e-012, +3.14547200015e+006
+9.59676767677e+005, +2.16685802068e-012, +3.10619249082e+006
+9.69757575758e+005, +2.16639912773e-012, +3.05612367411e+006
+9.79838383838e+005, +2.16619787013e-012, +3.01616917476e+006
+9.89919191919e+005, +2.16599398207e-012, +2.96196842074e+006
+1.00000000000e+006, +2.16557215037e-012, +2.92774120849e+006
END
