!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 04:00:57 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+8.38707070707e+005, +2.47749660856e-012, +3.03655588203e+006
+8.48787878788e+005, +2.47702980648e-012, +2.98400161608e+006
+8.58868686869e+005, +2.47693730369e-012, +2.93461209045e+006
+8.68949494949e+005, +2.47628206942e-012, +2.89293916966e+006
+8.79030303030e+005, +2.47628000041e-012, +2.86131035526e+006
+8.89111111111e+005, +2.47555382143e-012, +2.80518233754e+006
+8.99191919192e+005, +2.47557507611e-012, +2.76847216531e+006
+9.09272727273e+005, +2.47477647298e-012, +2.72187871067e+006
+9.19353535354e+005, +2.47489392573e-012, +2.69896488377e+006
+9.29434343434e+005, +2.47461203458e-012, +2.64682440575e+006
+9.39515151515e+005, +2.47435068421e-012, +2.61355660325e+006
+9.49595959596e+005, +2.47420217793e-012, +2.57781836426e+006
+9.59676767677e+005, +2.47379158205e-012, +2.54934563931e+006
+9.69757575758e+005, +2.47354824796e-012, +2.50398610667e+006
+9.79838383838e+005, +2.47339732549e-012, +2.47456833295e+006
+9.89919191919e+005, +2.47333351879e-012, +2.43581430390e+006
+1.00000000000e+006, +2.47283754711e-012, +2.39514951648e+006
END
