!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:59:10 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+8.68949494949e+005, +2.21020026701e-012, +3.01178795431e+006
+8.79030303030e+005, +2.20983326955e-012, +2.94085947320e+006
+8.89111111111e+005, +2.20932294893e-012, +2.92323160584e+006
+8.99191919192e+005, +2.20897184901e-012, +2.87497350965e+006
+9.09272727273e+005, +2.20867760317e-012, +2.83479021369e+006
+9.19353535354e+005, +2.20873416818e-012, +2.79193542441e+006
+9.29434343434e+005, +2.20859506201e-012, +2.75179872195e+006
+9.39515151515e+005, +2.20831338936e-012, +2.71558622759e+006
+9.49595959596e+005, +2.20782999247e-012, +2.68074880738e+006
+9.59676767677e+005, +2.20783331549e-012, +2.63184835295e+006
+9.69757575758e+005, +2.20764447327e-012, +2.60174069905e+006
+9.79838383838e+005, +2.20732639134e-012, +2.56981318362e+006
+9.89919191919e+005, +2.20692369127e-012, +2.53016192179e+006
+1.00000000000e+006, +2.20648206876e-012, +2.50076644148e+006
END
