!Agilent Technologies,E4990A,MY54202069,A.02.20
!Date: Thu Mar 05 03:57:44 2026

BEGIN CH1_DATA
Frequency(Hz), Cp(F)-data, Rp(Ohm)-data
+8.89111111111e+005, +1.99248131940e-012, +3.57020236551e+006
+8.99191919192e+005, +1.99260117047e-012, +3.46279395352e+006
+9.09272727273e+005, +1.99211649696e-012, +3.41532777246e+006
+9.19353535354e+005, +1.99210956241e-012, +3.36736483541e+006
+9.29434343434e+005, +1.99215639499e-012, +3.31205821202e+006
+9.39515151515e+005, +1.99200468530e-012, +3.26885636767e+006
+9.49595959596e+005, +1.99170863064e-012, +3.21721023711e+006
+9.59676767677e+005, +1.99168301724e-012, +3.16473503361e+006
+9.69757575758e+005, +1.99165831495e-012, +3.10921923268e+006
+9.79838383838e+005, +1.99134816896e-012, +3.07075911423e+006
+9.89919191919e+005, +1.99132993903e-012, +3.01644969978e+006
+1.00000000000e+006, +1.99097536279e-012, +2.97430891882e+006
END
